Regulating prices in EUR/MWh,,,,,,,,,,,,,,,,,,,,,,,,,
Data was last updated 01-01-2020,,,,,,,,,,,,,,,,,,,,,,,,,
,,NO1,,NO2,,NO3,,NO4,,NO5,,SE1,,SE2,,SE3,,SE4,,FI,,DK1,,DK2,
,Hours,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down
08-10-2018,07 - 08,"47,81","45,12","47,81","45,12","48,92","45,12","48,92","45,12","47,81","45,12","48,92","45,12","48,92","45,12","48,92","45,12","78,06","45,12",66,"49,69","47,81","45,12","78,06","45,12"
08-10-2018,08 - 09,"47,75","43,54","47,75","43,54","49,17","43,54","49,17","43,54","47,75","43,54","49,17","43,54","49,17","43,54","49,17","43,54","79,5","43,54","62,4","51,92","47,75","43,54","82,42","43,54"
08-10-2018,09 - 10,"47,79","43,54","47,79","43,54","48,92","43,54","48,92","43,54","47,79","43,54","48,92","43,54","48,92","43,54","48,92","43,54","79,62","43,54","62,4","49,72","47,79","43,54","79,62","43,54"
08-10-2018,10 - 11,"47,74","43,54","47,74","43,54","48,95","43,54","48,95","43,54","47,74","43,54","48,95","43,54","48,95","43,54","48,95","43,54","65,29","43,54","59,5","49,66","47,74","43,54","65,29","43,54"
08-10-2018,11 - 12,"47,54","43,54","47,54","43,54","48,99",46,"48,99",46,"47,54","43,54","48,99",46,"48,99",46,"48,99",46,"50,81",46,"54,8","48,99","47,54","43,54","52,06",46
08-10-2018,12 - 13,"47,13","43,54","47,13","43,54",49,49,49,49,"47,13","43,54",49,49,49,49,49,49,"50,33","50,33",66,49,"47,13","43,54","50,33","50,33"
08-10-2018,13 - 14,"47,26","47,26","47,26","47,26","48,76","48,76","48,76","48,76","47,26","47,26","48,76","48,76","48,76","48,76","48,76","48,76","48,76","48,76","48,76","48,76","47,26","47,26","48,76","48,76"
08-10-2018,14 - 15,"47,2","47,2","47,2","47,2","51,94","48,82","51,94","48,82","47,2","47,2","51,94","48,82","51,94","48,82","51,94","48,82","51,94","48,82","51,94","48,82","47,2","47,2","51,94","48,82"
08-10-2018,15 - 16,"46,81","46,81","46,81","46,81","52,46","48,67","52,46","48,67","46,81","46,81","52,46","48,67","52,46","48,67","52,46","48,67","52,46","51,54","52,46","48,67","46,81","46,81","52,46","51,54"
08-10-2018,16 - 17,"46,88","46,88","46,88","46,88","52,46","48,56","52,46","48,56","46,88","46,88","52,46","48,56","52,46","48,56","52,46","48,56","60,05","60,05","52,46","48,56","46,88","46,88","60,05","60,05"
08-10-2018,17 - 18,"47,19","47,19","47,19","47,19","49,9","48,43","49,9","48,43","47,19","47,19","49,9","48,43","49,9","48,43","49,9","48,43","73,1","73,1","49,9","48,43","47,19","47,19","73,1","73,1"
08-10-2018,18 - 19,"47,43","47,43","47,43","47,43","50,87","49,63","50,87","49,63","47,43","47,43","50,87","49,87","50,87","49,87","50,87","49,87","82,79","82,79","50,87","49,87","47,43","47,43","82,89","82,89"
08-10-2018,19 - 20,"47,61","47,61","47,61","47,61",52,"49,99",52,"49,99","47,61","47,61",52,"49,99",52,"49,99",52,"49,99","99,56","99,56",52,"49,99","47,61","47,61","99,56","99,56"
08-10-2018,20 - 21,"47,55","36,72","47,55","36,72","48,08","48,08","48,08","48,08","47,55","36,72","48,08","48,08","48,08","48,08","48,08","48,08","81,65","81,65","48,08","48,08","47,55","36,72","81,65","81,65"
08-10-2018,21 - 22,"47,31",32,"47,31",32,"47,31","44,59","47,31","44,59","47,31",32,"47,31","44,59","47,31","44,59","47,31","44,59","67,02","67,02","47,31","44,59","47,31",32,"67,02","67,02"
08-10-2018,22 - 23,"46,15","40,39","46,15","40,39","46,15","41,44","46,15","41,44","46,15","40,39","46,15","41,44","46,15","41,44","46,15","41,44","46,15","41,44","46,15","41,44","46,15","40,39","46,15","41,44"
08-10-2018,23 - 00,"43,98","32,53","43,98","32,53","43,98","32,53","43,98","32,53","43,98","32,53","43,98","32,53","43,98","32,53","43,98","32,53","43,98","32,53","43,98","32,53","43,98","32,53","43,98","32,53"
09-10-2018,00 - 01,"41,32","31,53","41,32","31,53","41,32","31,53","44,17","31,53","41,32","31,53","41,32","31,53","41,32","31,53","41,32","31,53","41,32","31,53","41,32","31,53","41,32","31,53","41,32","31,53"
09-10-2018,01 - 02,"38,65","29,95","38,65","29,95","38,65","29,95","44,05","29,95","38,65","29,95","38,65","29,95","38,65","29,95","38,65","29,95","38,65","29,95","38,65","29,95","38,65","29,95","38,65","29,95"
09-10-2018,02 - 03,"37,03","29,95","37,03","29,95","37,03","29,95","40,75","29,95","37,03","29,95","37,03","29,95","37,03","29,95","37,03","29,95","37,03","29,95","37,03","29,95","37,03","29,95","37,03","29,95"
09-10-2018,03 - 04,"38,55","29,95","38,55","29,95","38,55","29,95","40,5","29,95","38,55","29,95","38,55","29,95","38,55","29,95","38,55","29,95","38,55","29,95","38,55","29,95","38,55","29,95","38,55","29,95"
09-10-2018,04 - 05,"38,79",32,"38,79",32,"38,79",32,"40,66",32,"38,79",32,"38,79",32,"38,79",32,"38,79",32,"38,79",32,"38,79",32,"38,79",32,"38,79",32
09-10-2018,05 - 06,"43,16",33,"43,16",33,"44,93",33,"44,93",33,"43,16",33,"44,93",33,"44,93",33,"44,93",33,"44,93",33,"44,93",33,"43,16",33,"44,93",33
09-10-2018,06 - 07,"45,12",39,"45,12",39,"48,53",39,"48,53",39,"45,12",39,"48,53",39,"48,53",39,"48,53",39,"61,71",39,"48,53",39,"45,12",39,"67,01","67,01"
09-10-2018,07 - 08,"45,92","40,99","45,92","40,99","49,17","40,99","49,17","40,99","45,92","40,99","49,17","40,99","49,17","40,99","49,17","40,99","91,63","74,3","49,17","40,99","45,92","40,99","91,63","91,37"
09-10-2018,08 - 09,"46,48","41,1","46,48","41,1","49,67","41,1","49,67","41,1","46,48","41,1","49,67","41,1","49,67","41,1","49,67","41,1","93,4","80,97","49,67","41,1","46,48","46,48","93,4","93,14"
09-10-2018,09 - 10,"46,1","41,5","46,1","41,5","49,49","41,5","49,49","41,5","46,1","41,5","49,49","41,5","49,49","41,5","49,49","41,5","89,32","82,58","49,49","41,5","46,1","41,5","89,32","89,06"
09-10-2018,10 - 11,"45,77",41,"45,77",41,"49,33",41,"49,33",41,"45,77",41,"49,33",41,"49,33",41,"49,33",41,"91,16","78,19","49,33",41,"45,77",41,"91,16","78,19"
09-10-2018,11 - 12,"45,5",41,"45,5",41,"49,17",41,"49,17",41,"45,5",41,"49,17",41,"49,17",41,"49,17",41,"85,75","63,14","49,17",41,"45,5",41,"85,75","64,7"
09-10-2018,12 - 13,"45,13","39,41","45,13","39,41","49,25","39,41","49,25","39,41","45,13","39,41","49,25","39,41","49,25","39,41","49,25","39,41","121,9",53,"49,25","39,41","45,13","39,41","121,9","54,31"
09-10-2018,13 - 14,"45,11","39,41","45,11","39,41","49,09","39,41","49,09","39,41","45,11","39,41","49,09","39,41","49,09","39,41","49,09","39,41",80,"52,07","49,09","39,41","45,11","39,41",80,"53,35"
09-10-2018,14 - 15,"45,1","39,41","45,1","39,41","48,73","39,41","48,73","39,41","45,1","39,41","48,73","39,41","48,73","39,41","48,73","39,41","93,84","54,3","48,73","39,41","45,1","39,41","93,84","55,64"
09-10-2018,15 - 16,"44,79","44,14","44,79","44,14","48,36","44,14","48,36","44,14","44,79","44,14","48,36","44,14","48,36","44,14","48,36","44,14","106,3","60,91","48,36","44,14","44,79","44,14","106,3","62,41"
09-10-2018,16 - 17,"44,49","42,57","44,49","42,57","48,18","42,57","48,18","42,57","44,49","42,57","48,18","42,57","48,18","42,57","48,18","42,57","67,31","67,31","48,18","42,57","44,49","42,57","68,97","68,97"
09-10-2018,17 - 18,"44,69","38,89","44,69","38,89","47,82","43,09","47,82","43,09","44,69","38,89","47,82","43,09","47,82","43,09","47,82","43,09","78,16","78,16","47,82","43,09","44,69","38,89","83,2","83,2"
09-10-2018,18 - 19,"44,98","33,63","44,98","33,63","48,78",43,"48,78",43,"44,98","33,63","48,78",43,"48,78",43,"48,78",43,"87,84","87,84","48,78",43,"44,98","33,63",90,90
09-10-2018,19 - 20,"45,14","34,16","45,14","34,16","48,92","45,19","48,92","45,19","45,14","34,16","48,92","45,19","48,92","45,19","48,92","45,19","107,63","45,19","48,92","45,19","45,14","34,16","110,28","110,28"
09-10-2018,20 - 21,"45,27","39,9","45,27","39,9","47,44","39,9","47,44","39,9","45,27","39,9","47,44","39,9","47,44","39,9","47,44","39,9","86,76","39,9","47,44","39,9","45,27","39,9","92,55","92,55"
09-10-2018,21 - 22,"45,06","35,73","45,06","35,73","45,68","35,73","45,99","35,73","45,06","35,73","45,68","35,73","45,68","35,73","45,68","35,73",64,"35,73","45,68","35,73","45,06","35,73","111,95","80,51"
09-10-2018,22 - 23,"43,58",32,"43,58",32,"43,58",32,"44,63",32,"43,58",32,"43,58",32,"43,58",32,"43,58",32,"59,34","59,34","43,58",32,"43,58",32,"68,39","68,39"
09-10-2018,23 - 00,"41,35","29,95","41,35","29,95","41,35","29,95","44,15","29,95","41,35","29,95","41,35","29,95","41,35","29,95","41,35","29,95","41,35","41,35","41,35","29,95","41,35","29,95","43,76","43,76"
10-10-2018,00 - 01,"42,28",33,"42,28",33,"42,28",33,"42,28",33,"42,28",33,"42,28",33,"42,28",33,"42,28",33,"80,44","42,28","42,28",33,"42,28",33,"80,44","42,28"
10-10-2018,01 - 02,"41,4","32,67","41,4","32,67","41,4","32,67","41,4","32,67","41,4","32,67","41,4","32,67","41,4","32,67","41,4","32,67","41,4","32,67","41,4","32,67","41,4","32,67","41,4","32,67"
10-10-2018,02 - 03,"41,35","32,15","41,35","32,15","41,35","32,15","41,35","32,15","41,35","32,15","41,35","32,15","41,35","32,15","41,35","32,15","41,35","32,15","41,35","32,15","41,35","32,15","41,35","32,15"
10-10-2018,03 - 04,"42,33","32,15","42,33","32,15","42,33","32,15","42,33","32,15","42,33","32,15","42,33","32,15","42,33","32,15","42,33","32,15","42,33","32,15","42,33","32,15","42,33","32,15","42,33","32,15"
10-10-2018,04 - 05,"42,35","36,89","42,35","36,89","42,35","36,89","42,35","36,89","42,35","36,89","42,35","36,89","42,35","36,89","42,35","36,89","99,21","42,35","42,35","36,89","42,35","42,35","99,21","42,35"
10-10-2018,05 - 06,"43,89","36,89","43,89","36,89","45,42","36,89","45,42","36,89","43,89","36,89","45,42","36,89","45,42","36,89","45,42","36,89","99,21","54,12","45,42","36,89","70,87","49,09","99,21","54,12"
10-10-2018,06 - 07,"44,47","40,05","44,47","40,05","48,62","40,05","48,62","40,05","44,47","40,05","48,62","40,05","48,62","40,05","48,62","40,05","93,85","70,43","48,62","40,05","72,16","44,8","93,85","72,16"
10-10-2018,07 - 08,"44,78","44,78","44,78","44,78","49,66","49,66","49,66","49,66","44,78","44,78","50,09","50,09","50,09","50,09","50,09","50,09","134,06",88,"50,09","50,09",88,"45,34","134,06",88
10-10-2018,08 - 09,"44,92","42,4","44,92","42,4","49,19","42,4","49,19","42,4","44,92","42,4","50,84","42,4","50,84","42,4","50,84","42,4","134,06","93,22","50,84","42,4","93,22",44,"134,06","93,22"
10-10-2018,09 - 10,"44,88","42,4","44,88","42,4","49,26","42,4","49,26","42,4","44,88","42,4","51,97","42,4","51,97","42,4","51,97","42,4","86,84","42,4","51,97","42,4","86,84","42,4","86,84","42,4"
10-10-2018,10 - 11,"44,8","44,8","44,8","44,8","49,21","44,8","49,21","44,8","44,8","44,8","53,28","44,8","53,28","44,8","53,28","44,8","80,81","44,8","53,28","44,8","80,81","44,8","80,81","44,8"
10-10-2018,11 - 12,"44,73","44,73","44,73","44,73","49,11","46,38","49,11","46,38","44,73","44,73","53,97","46,38","53,97","46,38","53,97","46,38","73,69","46,38","53,97","46,38","73,69","46,38","73,69","46,38"
10-10-2018,12 - 13,"44,65","44,65","44,65","44,65","49,17","47,3","49,17","47,3","44,65","44,65","55,27","47,3","55,27","47,3","55,27","47,3","56,63","47,3","55,27","47,3","55,27","47,3","56,63","47,3"
10-10-2018,13 - 14,"44,56","44,56","44,56","44,56","49,34",47,"49,34",47,"44,56","44,56","53,61",47,"53,61",47,"53,61",47,"53,63",47,"53,61",47,"53,61",47,"53,63",47
10-10-2018,14 - 15,"44,51","44,51","44,51","44,51","49,32",47,"49,32",47,"44,51","44,51","51,99",47,"51,99",47,"51,99",47,"51,99",47,"51,99",47,"51,99",47,"51,99",47
10-10-2018,15 - 16,"44,44","44,44","44,44","44,44","49,28","49,28","49,28","49,28","44,44","44,44","53,81","53,68","53,81","53,68","53,81","53,68","53,81","53,68","53,81","53,68","53,81","53,68","53,81","53,68"
10-10-2018,16 - 17,"44,47","44,47","44,47","44,47","49,25","49,25","49,25","49,25","44,47","44,47","57,5","54,32","57,5","54,32","57,5","54,32","57,5","57,47","57,5","54,32","57,5","57,47","57,5","57,47"
10-10-2018,17 - 18,"44,37","44,37","44,37","44,37","49,19","49,19","49,19","49,19","44,37","44,37","59,5",51,"59,5",51,"59,5",51,"69,3",51,"59,5",51,"69,3",51,"69,3",51
10-10-2018,18 - 19,"44,42","44,42","44,42","44,42","49,31","49,31","49,31","49,31","44,42","44,42","64,67",51,"64,67",51,"64,67",51,"70,68",51,"64,67",51,"70,68",51,"70,68",51
10-10-2018,19 - 20,"44,56","44,56","44,56","44,56","49,44","49,44","49,44","49,44","44,43","44,43","59,3","57,67","59,3","57,67","59,3","57,67","72,88","72,88",66,"57,67","57,67","57,67","72,88","72,88"
10-10-2018,20 - 21,"44,47",44,"44,47",44,"49,4",44,"49,4",44,"44,44",44,"50,95",44,"50,95",44,"50,95",44,"53,71",44,"50,95",44,"50,95",44,"53,71",44
10-10-2018,21 - 22,"44,36","43,2","44,36","43,2","48,41","43,2","48,41","43,2","44,36","43,2","48,41","43,2","48,41","43,2","48,41","43,2","51,18","43,2","48,41","43,2","51,18","43,2","51,18","43,2"
10-10-2018,22 - 23,"43,17","43,17","43,17","43,17","46,74","46,74","46,74","46,74","43,17","43,17","46,74","46,74","46,74","46,74","46,74","46,74","46,74","46,74","46,74","46,74","46,74","46,74","46,74","46,74"
10-10-2018,23 - 00,"41,33","41,33","41,33","41,33","42,1","42,1","42,1","42,1","41,33","41,33","42,1","42,1","42,1","42,1","42,1","42,1","42,1","42,1","42,1","42,1","33,04","33,04","42,1","42,1"
11-10-2018,00 - 01,"35,01","35,01","35,01","35,01","35,01","35,01","42,2","42,2","35,01","35,01","35,01","35,01","35,01","35,01","35,01","35,01","35,01","35,01","35,01","35,01","35,01","35,01","35,01","35,01"
11-10-2018,01 - 02,"31,71","31,71","31,71","31,71","31,71","31,71","42,04","42,04","31,71","31,71","31,71","31,71","31,71","31,71","31,71","31,71","31,71","31,71","31,71","31,71","31,71","31,71","31,71","31,71"
11-10-2018,02 - 03,"29,97","29,97","29,97","29,97","29,97","29,97","41,68","41,68","29,97","29,97","29,97","29,97","29,97","29,97","29,97","29,97","29,97","29,97","29,97","29,97","29,97","29,97","29,97","29,97"
11-10-2018,03 - 04,"30,91","30,91","30,91","30,91","30,91","30,91","41,78","41,78","30,91","30,91","30,91","30,91","30,91","30,91","30,91","30,91","30,91","30,91","30,91","30,91","30,05","30,05","30,91","30,91"
11-10-2018,04 - 05,"34,98","34,98","34,98","34,98","34,98","34,98","42,01","42,01","34,98","34,98","34,98","34,98","34,98","34,98","34,98","34,98","34,98","34,98","34,98","34,98","35,85","35,85","34,98","34,98"
11-10-2018,05 - 06,"40,47","40,47","40,47","40,47","44,08","44,08","44,08","44,08","40,47","40,47","44,08","44,08","44,08","44,08","44,08","44,08","44,08","44,08","44,08","44,08","40,47","40,47","44,08","44,08"
11-10-2018,06 - 07,"42,95","42,95","42,95","42,95","47,98","47,98","47,98","47,98","42,95","42,95","49,98","49,98","49,98","49,98","49,98","49,98","49,98","49,98",98,"53,53","42,95","42,95","49,98","49,98"
11-10-2018,07 - 08,"43,69","40,25","43,69","40,25","49,55","49,55","49,55","49,55","43,69","40,25","51,03","51,03","51,03","51,03","51,03","51,03","71,21","71,21",52,52,"43,69","40,25","71,21","71,21"
11-10-2018,08 - 09,"43,93","40,25","43,93","40,25","49,14","49,14","49,14","49,14","43,93","40,25","51,34","51,34","51,34","51,34","51,34","51,34","71,52","71,52","54,9","54,9","43,93","40,25","71,52","71,52"
11-10-2018,09 - 10,"43,77","40,25","43,77","40,25","49,19","49,19","49,19","49,19","43,77","40,25","51,71","51,71","51,71","51,71","51,71","51,71","59,71","59,71","54,94","54,94","43,77","40,25","59,71","59,71"
11-10-2018,10 - 11,"43,66","37,07","43,66","37,07","49,21","49,21","49,21","49,21","43,66","37,07","49,3","49,3","49,3","49,3","49,3","49,3","49,3","49,3",72,"56,48","43,66","37,07","49,3","49,3"
11-10-2018,11 - 12,"43,39","32,83","43,39","32,83","48,61","47,3","48,61","47,3","43,39","32,83","48,61","47,3","48,61","47,3","48,61","47,3","48,61","47,3",72,"56,51","43,39","32,83","48,61","47,3"
11-10-2018,12 - 13,"43,2","32,83","43,2","32,83","47,59","47,59","47,59","47,59","43,2","32,83","54,6","47,59","54,6","47,59","54,6","47,59","54,6","47,59","68,9","55,73","43,2","32,83","54,6","47,59"
11-10-2018,13 - 14,"43,14","32,83","43,14","32,83","47,79","47,79","47,79","47,79","43,14","32,83",53,"47,79",53,"47,79",53,"47,79",53,"47,79","55,1","55,1","43,14","32,83",53,"47,79"
11-10-2018,14 - 15,"43,1","32,83","43,1","32,83","48,36","42,9","48,36","42,9","43,1","32,83",54,"48,36",54,"48,36",54,"48,36",54,"48,36",72,"55,84","43,1","32,83","61,37","48,36"
11-10-2018,15 - 16,"43,1","32,83","43,1","32,83","49,97","42,9","49,97","42,9","43,1","32,83",54,"48,97",54,"48,97",54,"48,97","60,85","58,51",72,"54,92","43,1","32,83","60,85","58,51"
11-10-2018,16 - 17,"43,28","32,83","43,28","32,83","48,8","42,9","48,8","42,9","43,28","32,83","51,9","48,8","51,9","48,8","51,9","48,8","63,5","63,5","55,86","55,86","43,28","32,83","63,5","63,5"
11-10-2018,17 - 18,"43,79","34,95","43,79","34,95","48,68","41,31","48,68","41,31","43,79","34,95","52,14","49,15","52,14","49,15","52,14","49,15","71,1","71,1","57,95","57,95","52,14","48,05","71,1","71,1"
11-10-2018,18 - 19,"43,85","43,85","43,85","43,85","48,55","41,31","48,55","41,31","43,85","43,85","52,19","47,2","52,19","47,2","52,19","47,2","76,84","47,2","73,08","47,2","52,19","47,2","76,84","76,84"
11-10-2018,19 - 20,"43,7","40,25","43,7","40,25","48,46","40,25","48,46","40,25","43,7","40,25","50,91","40,25","50,91","40,25","50,91","40,25","76,92","40,25","59,91","40,25","48,11","40,25","76,92","40,25"
11-10-2018,20 - 21,"43,63",40,"43,63",40,"48,01",40,"48,01",40,"43,63",40,"48,89",40,"48,89",40,"48,89",40,"70,15",40,"48,89",40,"48,89",40,"70,15",40
11-10-2018,21 - 22,"43,49",40,"43,49",40,"47,44",40,"47,44",40,"43,49",40,"47,44",40,"47,44",40,"47,44",40,"57,03",40,"47,44",40,"47,44",40,"57,03",40
11-10-2018,22 - 23,"43,18","37,07","43,18","37,07","44,6","37,07","44,6","37,07","43,18","37,07","44,6","37,07","44,6","37,07","44,6","37,07","44,6","37,07","44,6","37,07","44,6","37,07","44,6","37,07"
11-10-2018,23 - 00,"42,12","33,89","42,12","33,89","42,12","33,89","42,12","33,89","42,12","33,89","42,12","33,89","42,12","33,89","42,12","33,89","42,12","33,89","42,12","33,89","42,12","33,89","42,12","33,89"
12-10-2018,00 - 01,"40,98",33,"40,98",33,"40,98",33,"42,08",33,"40,98",33,"40,98",33,"40,98",33,"40,98",33,"40,98",33,"40,98",33,"17,28","17,28","40,98",33
12-10-2018,01 - 02,"40,13","33,17","40,13","33,17","40,13","33,17","41,59","33,17","40,13","33,17","40,13","33,17","40,13","33,17","40,13","33,17","40,13","33,17","40,13","33,17","40,13","33,17","40,13","33,17"
12-10-2018,02 - 03,"39,36",33,"39,36",33,"39,36",33,"41,59",33,"39,36",33,"39,36",33,"39,36",33,"39,36",33,"39,36",33,"39,36",33,"39,36",33,"39,36",33
12-10-2018,03 - 04,"40,19",33,"40,19",33,"40,19",33,"41,62",33,"40,19",33,"40,19",33,"40,19",33,"40,19",33,"40,19",33,"40,19",33,"40,19",33,"40,19",33
12-10-2018,04 - 05,"40,39","34,75","40,39","34,75","40,39","34,75","41,68","34,75","40,39","34,75","40,39","34,75","40,39","34,75","40,39","34,75","40,39","34,75","40,39","34,75","40,39","34,75","40,39","34,75"
12-10-2018,05 - 06,"42,73","37,91","42,73","37,91","44,86","37,91","44,86","37,91","42,73","37,91","44,86","37,91","44,86","37,91","44,86","37,91","63,48","44,86","44,86","37,91","44,86","37,91","63,48","44,86"
12-10-2018,06 - 07,"42,59","40,1","42,59","40,1","46,63","40,1","46,63","40,1","42,09","40,1","48,14","40,1","48,14","40,1","48,14","40,1","80,43","56,65","56,65","40,1","48,14","40,1","80,43","56,65"
12-10-2018,07 - 08,"43,19","40,5","43,19","40,5","47,39","40,5","47,39","40,5","43,19","40,5","50,97","40,5","50,97","40,5","50,97","40,5","68,85","68,85","64,17","40,5","50,97","40,5","69,87","69,87"
12-10-2018,08 - 09,"43,37","43,2","43,37","43,2","48,01","43,2","48,01","43,2","43,37","43,2","50,07","43,2","50,07","43,2","50,07","43,2","71,47","43,2","60,43","43,2","50,07","43,2","71,47","43,2"
12-10-2018,09 - 10,"43,32","41,7","43,32","41,7","48,05","41,7","48,05","41,7","43,32","41,7","50,05","41,7","50,05","41,7","50,05","41,7","69,71","41,7","59,53","41,7","50,05","41,7","69,71","41,7"
12-10-2018,10 - 11,"43,23","43,23","43,23","43,23","48,03","43,8","48,03","43,8","43,23","43,23","51,45","43,8","51,45","43,8","51,45","43,8","69,52","43,8","60,03","43,8","51,45","43,8","69,52","43,8"
12-10-2018,11 - 12,"43,09","43,09","43,09","43,09","47,88","45,7","47,88","45,7","43,09","43,09","49,43","45,7","49,43","45,7","49,43","45,7","61,95","45,7","60,01","46,86","49,43","45,7","61,95","45,7"
12-10-2018,12 - 13,"42,88","42,88","42,88","42,88","47,54","45,6","47,54","45,6","42,88","42,88","49,25","45,6","49,25","45,6","49,25","45,6","49,25","45,6","53,38","45,6","49,25","45,6","49,25","45,6"
12-10-2018,13 - 14,"42,63","42,13","42,63","42,13","47,31","42,13","47,31","42,13","42,63","42,13","48,25","42,13","48,25","42,13","48,25","42,13","48,75","42,13","51,94","50,8","47,65","42,13","48,75","42,13"
12-10-2018,14 - 15,"42,51","42,51","42,51","42,51","46,76","43,3","46,76","43,3","42,43","42,43","46,76","43,3","46,76","43,3","46,76","43,3","47,84","43,3","51,94","47,71","46,76","43,3","47,84","43,3"
12-10-2018,15 - 16,"42,42","42,42","42,42","42,42","46,48","44,3","46,48","44,3","42,18","42,18","46,48","44,3","46,48","44,3","46,48","44,3","53,32","44,3","51,95","45,48","42,42","42,42","53,32","44,3"
12-10-2018,16 - 17,"42,39","42,39","42,39","42,39","46,16","44,3","46,16","44,3","42,05","42,05","46,16","44,3","46,16","44,3","46,16","44,3","56,95","44,3","51,92","44,3","45,6","44,3","56,95","44,3"
12-10-2018,17 - 18,"42,67","42,67","42,67","42,67","46,67","46,67","46,67","46,67","42,03","42,03","46,85","46,85","46,85","46,85","46,85","46,85","67,32","67,32","52,85","52,85","47,41","47,41","67,32","67,32"
12-10-2018,18 - 19,"42,85","42,85","42,85","42,85","46,59","46,59","46,59","46,59","42,09","42,09","47,57","47,57","47,57","47,57","47,57","47,57","69,94","69,94","59,74","59,74","47,57","47,57","69,94","69,94"
12-10-2018,19 - 20,"43,12","38,97","43,12","38,97","46,67","38,97","46,67","38,97","42,53","38,97","46,94","38,97","46,94","38,97","46,94","38,97","77,18","38,97","54,88","38,97","46,94","38,97","79,08","38,97"
12-10-2018,20 - 21,"42,82","33,7","42,82","33,7","45,35","33,7","45,35","33,7","42,08","33,7","45,35","33,7","45,35","33,7","45,35","33,7",65,"33,7","45,35","33,7","45,35","33,7",65,"33,7"
12-10-2018,21 - 22,"42,53","31,59","42,53","31,59","42,53","31,59","42,53","31,59","42,5","31,59","42,53","31,59","42,53","31,59","42,53","31,59","53,58","31,59","42,53","31,59","42,53","31,59","53,58","31,59"
12-10-2018,22 - 23,41,"27,38",41,"27,38","41,12","27,38","41,34","27,38",41,"27,38","41,12","27,38","41,12","27,38","41,12","27,38","48,8","27,38","41,12","27,38",41,"27,38","48,8","27,38"
12-10-2018,23 - 00,"39,38","22,12","39,38","22,12","39,38","22,12","40,68","22,12","39,38","22,12","39,38","22,12","39,38","22,12","39,38","22,12","40,07","22,12","39,38","22,12","39,38","22,12","40,07","22,12"
13-10-2018,00 - 01,"35,28","23,23","35,28","23,23","35,28","23,23","37,88","23,23","35,28","23,23","35,28","23,23","35,28","23,23","35,28","23,23","35,28","23,23","35,28","23,23","35,28","23,23","35,28","23,23"
13-10-2018,01 - 02,30,"15,84",30,"15,84",30,"15,84","37,85","15,84",30,"15,84",30,"15,84",30,"15,84",30,"15,84",30,"15,84",30,"15,84",30,"15,84",30,"15,84"
13-10-2018,02 - 03,"26,33",10,"26,33",10,"26,33",10,"37,82",10,"26,33",10,"26,33",10,"26,33",10,"26,33",10,"26,33",10,"26,33",10,"26,33",10,"26,33",10
13-10-2018,03 - 04,"25,42","1,06","25,42","1,06","25,42","1,06","37,01",10,"25,42","1,06","25,42","1,06","25,42","1,06","25,42","1,06","25,42","1,06","25,42","1,06","25,42","1,06","25,42","1,06"
13-10-2018,04 - 05,"26,97","1,06","26,97","1,06","26,97","1,06","36,99",10,"26,97","1,06","26,97","1,06","26,97","1,06","26,97","1,06","26,97","1,06","26,97","1,06","26,97","1,06","26,97","1,06"
13-10-2018,05 - 06,"31,4","10,03","31,4","10,03","31,4","10,03","36,96","10,03","31,4","10,03","31,4","10,03","31,4","10,03","31,4","10,03","31,4","10,03","31,4","10,03","31,4","10,03","31,4","10,03"
13-10-2018,06 - 07,"34,56","21,11","34,56","21,11","34,56","21,11","37,81","23,4","34,56","21,11","34,56","21,11","34,56","21,11","34,56","21,11","34,56","21,11","34,56","21,11","34,56","21,11","34,56","21,11"
13-10-2018,07 - 08,"36,56","36,56","36,56","36,56","36,56","36,56","37,85","37,85","36,56","36,56","36,56","36,56","36,56","36,56","36,56","36,56","36,56","36,56","36,56","36,56","36,56","36,56","36,56","36,56"
13-10-2018,08 - 09,"39,45","39,45","39,45","39,45","39,45","39,45","39,45","39,45","39,45","39,45","39,45","39,45","39,45","39,45","39,45","39,45","39,45","39,45","39,45","39,45","39,45","39,45","39,45","39,45"
13-10-2018,09 - 10,"40,32","39,4","40,32","39,4","40,32","39,4","40,5","39,4","39,82","39,4","40,32","39,4","40,32","39,4","40,32","39,4","40,32","39,4","40,32","39,4","40,32","39,4","40,32","39,4"
13-10-2018,10 - 11,"40,52","39,8","40,52","39,8","40,52","39,8","40,63","39,8","40,02","39,8","40,52","39,8","40,52","39,8","40,52","39,8","66,76","40,52","40,52","39,8","40,52","39,8","66,76","40,52"
13-10-2018,11 - 12,"40,39","40,39","40,39","40,39","40,39","40,39","40,63","40,63","39,93","39,93","40,39","40,39","40,39","40,39","40,39","40,39",72,"40,39","40,39","40,39","40,39","40,39",72,"40,39"
13-10-2018,12 - 13,38,"37,4",38,"37,4",38,"37,4","40,13","40,13",38,"37,4",38,"37,4",38,"37,4",38,"37,4",38,"37,4",38,"37,4",38,"37,4",38,"37,4"
13-10-2018,13 - 14,"40,12","34,1","40,12","34,1","40,12","34,1","40,12","37,89","40,12","34,1","40,12","34,1","40,12","34,1","40,12","34,1","40,12","34,1","40,12","34,1","40,12","34,1","40,12","34,1"
