Regulating prices in EUR/MWh,,,,,,,,,,,,,,,,,,,,,,,,,
Data was last updated 01-01-2020,,,,,,,,,,,,,,,,,,,,,,,,,
,,NO1,,NO2,,NO3,,NO4,,NO5,,SE1,,SE2,,SE3,,SE4,,FI,,DK1,,DK2,
,Hours,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down
11-03-2018,08 - 09,"36,34","34,2","36,34","34,2","36,34","34,2","36,34","34,2","36,34","34,2","36,34","34,2","36,34","34,2","36,34","34,2","36,34","34,2","36,34","34,2","29,31","29,31","36,34","34,2"
11-03-2018,09 - 10,"36,81","36,54","36,81","36,54","36,81","36,54","36,81","36,54","36,81","36,54","36,81","36,54","36,81","36,54","36,81","36,54","36,81","36,54","36,81","36,54","36,81","30,15","36,81","36,54"
11-03-2018,10 - 11,"36,86","36,86","36,86","36,86","36,86","36,86","36,86","36,86","36,86","36,86","36,86","36,86","36,86","36,86","36,86","36,86","36,86","36,86","36,86","36,86","36,83","28,97","36,86","36,86"
11-03-2018,11 - 12,"38,6","36,87","38,6","36,87","38,6","36,87","38,6","36,87","38,6","36,87","38,6","36,87","38,6","36,87","38,6","36,87","38,6","36,87","38,6","36,87","38,6","27,1","38,6","36,87"
11-03-2018,12 - 13,"38,6","36,51","38,6","36,51","38,6","36,51","38,6","36,51","38,6","36,51","38,6","36,51","38,6","36,51","38,6","36,51","38,6","36,51","38,6","36,51","38,6","27,6","38,6","36,51"
11-03-2018,13 - 14,"39,64","36,22","39,64","36,22","39,64","36,22","39,64","36,22","39,64","36,22","39,64","36,22","39,64","36,22","39,64","36,22","39,64","36,22","39,64","36,22",39,"28,91","39,64","36,22"
11-03-2018,14 - 15,"39,64","35,52","39,64","35,52","39,64","35,52","39,64","35,52","39,64","35,52","39,64","35,52","39,64","35,52","39,64","35,52","39,64","35,52","39,64","35,52","39,64","29,63","39,64","35,52"
11-03-2018,15 - 16,"38,6","35,62","38,6","35,62","38,6","35,62","38,6","35,5","38,6","35,62","38,6","35,5","38,6","35,5","38,6","35,5","38,6","35,5","38,6","35,5","38,6","35,5","38,6","35,5"
11-03-2018,16 - 17,"38,53","36,02","38,53","36,02","38,53","36,02","38,53","36,02","38,53","36,02","38,53","36,02","38,53","36,02","38,53","36,02","38,53","36,02","38,53","36,02","38,53","36,02","38,53","36,02"
11-03-2018,17 - 18,"38,5","37,02","38,5","37,02","38,5","37,02","38,5","37,02","38,5","37,02","38,5","37,02","38,5","37,02","38,5","37,02","38,5","37,02","38,5","37,02","38,5","37,02","38,5","37,02"
11-03-2018,18 - 19,"41,73","37,49","41,73","37,49","41,73","37,49","41,73","37,49","41,73","37,49","41,73","37,49","41,73","37,49","41,73","37,49","41,73","37,49","41,73","37,49","41,73","37,49","41,73","37,49"
11-03-2018,19 - 20,"41,73","38,06","41,73","38,06","41,73","38,06","41,73","38,06","41,73","38,06","41,73","38,06","41,73","38,06","41,73","38,06","41,73","38,06","41,73","38,06","41,73","38,06","41,73","38,06"
11-03-2018,20 - 21,"38,41","36,9","38,41","36,9","38,41","36,9","38,41","36,9","38,41","36,9","38,41","36,9","38,41","36,9","38,41","36,9","38,41","36,9","38,41","36,9","34,02","34,02","38,41","36,9"
11-03-2018,21 - 22,"37,5","36,68","37,5","36,68","37,5","36,68","37,5","36,06","37,5","36,68","37,5","36,06","37,5","36,06","37,5","36,06","37,5","36,06","37,5","36,06","37,5","30,62","37,5","36,06"
11-03-2018,22 - 23,"40,69","36,13","40,69","36,13","40,69","36,13","40,69","35,71","40,69","36,13","40,69","35,71","40,69","35,71","40,69","35,71","40,69","35,71","40,69","35,71","40,69","32,59","40,69","32,59"
11-03-2018,23 - 00,"39,64","36,33","39,64","36,33","39,64","36,33","39,64","34,95","39,64","36,33","39,64","34,95","39,64","34,95","39,64","34,95","39,64","34,95","39,64","34,95","39,64","31,01","39,64","31,01"
12-03-2018,00 - 01,"39,5",36,"39,5",36,"39,5",36,"39,5","34,74","39,5",36,"39,5","34,31","39,5","34,31","39,5","34,31","39,5","34,31","39,5","34,31","32,1","32,1","32,1","32,1"
12-03-2018,01 - 02,"39,5","35,86","39,5","35,86","39,5","35,86","39,5","34,65","39,5","35,86","39,5","33,1","39,5","33,1","39,5","33,1","39,5","33,1","39,5","33,1","33,6","31,45","33,6","31,45"
12-03-2018,02 - 03,"38,6","36,83","38,6","36,83","38,6","35,17","38,6","34,59","38,6","36,83","38,6","34,01","38,6","34,01","38,6","34,01","38,6","34,01","38,6","34,01","30,67","30,67","30,67","30,67"
12-03-2018,03 - 04,39,"37,03",39,"37,03",39,"35,24",39,"35,01",39,"37,03",39,"35,01",39,"35,01",39,"35,01",39,"35,01",39,"35,01","34,51","28,92","34,51","28,92"
12-03-2018,04 - 05,"36,8","36,79","36,8","36,79","36,8","35,84","36,8","35,84","36,8","36,79","36,8","35,84","36,8","35,84","36,8","35,84","36,8","35,84","36,8","35,84","36,8","31,93","36,8","31,93"
12-03-2018,05 - 06,"38,27","38,2","38,27","38,2","38,27","38,2","38,27","38,2","38,27","38,2","38,27","38,2","38,27","38,2","38,27","38,2","38,27","38,2","38,28","38,28","38,27","34,14","38,27","38,2"
12-03-2018,06 - 07,"43,1","41,59","43,1","41,59","43,1","41,59","43,1","41,59","43,1","41,59","43,1","41,59","43,1","41,59","43,1","41,59","43,1","41,59","43,1","42,22","45,65","45,65","43,1","41,59"
12-03-2018,07 - 08,"51,12","49,37","51,12","49,37","51,12","49,37","51,12","49,37","51,12","49,37","51,12","49,37","51,12","49,37","51,12","49,37","51,12","49,37","51,12","49,37","51,12","50,58","51,12","50,58"
12-03-2018,08 - 09,"52,2","50,48","52,2","50,48","52,2","50,48","52,2","50,48","52,2","50,48","52,2","50,48","52,2","50,48","52,2","50,48","52,2","50,48","52,2","50,48","52,2","50,48","52,2","50,48"
12-03-2018,09 - 10,"52,2","49,99","52,2","49,99","52,2","49,99","52,2","49,99","52,2","49,99","52,2","49,99","52,2","49,99","52,2","49,99","52,2","49,99","52,2","49,99","52,2","49,99","52,2","49,99"
12-03-2018,10 - 11,57,"47,91",57,"47,91",57,"47,91",57,"47,91",57,"47,91",57,"47,91",57,"47,91",57,"47,91",57,"47,91",57,"47,91",57,"47,91",57,"47,91"
12-03-2018,11 - 12,"54,9","46,23","54,9","46,23","54,9","46,23","54,9","46,23","54,9","46,23","54,9","46,23","54,9","46,23","54,9","46,23","54,9","46,23","54,9","46,23","54,9","46,23","54,9","46,23"
12-03-2018,12 - 13,60,45,60,45,60,45,60,45,60,45,60,45,60,45,60,45,60,45,60,45,60,45,60,45
12-03-2018,13 - 14,55,"42,48",55,"42,48",55,"42,48",55,"42,48",55,"42,48",55,"42,48",55,"42,48",55,"42,48",55,"42,48",55,"42,48",55,"42,48",55,"42,48"
12-03-2018,14 - 15,50,"41,65",50,"41,65",50,"41,65",50,"41,65",50,"41,65",50,"41,65",50,"41,65",50,"41,65",50,"41,65",50,"41,65",50,"41,65",50,"41,65"
12-03-2018,15 - 16,45,"41,67",45,"41,67",45,"41,67",45,"41,67",45,"41,67",45,"41,67",45,"41,67",45,"41,67",45,"41,67",45,"41,67",45,"41,67",45,"41,67"
12-03-2018,16 - 17,"47,47","42,49","47,47","42,49","47,47","42,49","47,47","42,49","47,47","42,49","47,47","42,49","47,47","42,49","47,47","42,49","47,47","42,49","47,47","42,49","47,47","42,49","47,47","42,49"
12-03-2018,17 - 18,"48,51","46,96","48,51","46,96","48,51","46,96","48,51","46,96","48,51","46,96","48,51","46,96","48,51","46,96","48,51","46,96","48,51","46,96","48,51","46,96","48,51","46,96","48,51","46,96"
12-03-2018,18 - 19,"67,9","50,24","67,9","50,24","52,16","50,24","52,16","50,24","67,9","50,24","52,16","50,24","52,16","50,24","67,9","50,24","67,9","50,24","67,9","50,24","67,9","50,24","67,9","50,24"
12-03-2018,19 - 20,"99,65","49,94","99,65","49,94","53,18","49,94","53,18","49,94","99,65","49,94","53,18","49,94","53,18","49,94","99,65","49,94","99,65","49,94","99,65","49,94","99,65","49,94","99,65","49,94"
12-03-2018,20 - 21,"60,31","42,24","60,31","42,24","43,8","42,24","43,8","42,24","60,31","42,24","43,8","42,24","43,8","42,24","60,31","42,24","60,31","42,24","60,31","42,24","60,31","42,47","60,31","42,24"
12-03-2018,21 - 22,"42,77","39,71","42,77","39,71","42,77","39,71","42,77","39,71","42,77","39,71","42,77","39,71","42,77","39,71","42,77","39,71","42,77","39,71","42,77","39,71","42,77","39,49","42,77","39,71"
12-03-2018,22 - 23,"39,64","37,6","39,64","37,6","39,64","37,6","39,64","37,6","39,64","37,6","39,64","37,6","39,64","37,6","39,64","37,6","39,64","37,6","39,64","37,6","39,64","37,6","39,64","37,6"
12-03-2018,23 - 00,"36,66","36,66","36,66","36,66","36,66","36,66","36,58","36,58","36,66","36,66","36,58","36,58","36,58","36,58","36,58","36,58","36,58","36,58","36,58","36,58","36,58","36,58","36,58","36,58"
13-03-2018,00 - 01,"37,35","33,4","37,35","33,4","37,35","33,4","37,35","33,4","37,35","33,4","37,35","33,4","37,35","33,4","37,35","33,4","37,35","33,4","37,35","33,4","37,35","33,4","37,35","33,4"
13-03-2018,01 - 02,"36,94","31,7","36,94","31,7","36,94","31,7","36,94","31,7","36,94","31,7","36,94","31,7","36,94","31,7","36,94","31,7","36,94","31,7","36,94","31,7","36,94","31,7","36,94","31,7"
13-03-2018,02 - 03,"36,45","30,27","36,45","30,27","36,45","30,27","35,97","30,27","36,45","30,27","35,97","30,27","35,97","30,27","35,97","30,27","35,97","30,27","35,97","30,27","35,97","30,27","35,97","30,27"
13-03-2018,03 - 04,"36,46","30,27","36,46","30,27","36,46","30,27","35,62","30,27","36,46","30,27","35,62","30,27","35,62","30,27","35,62","30,27","35,62","30,27","35,62","30,27","35,62","30,27","35,62","30,27"
13-03-2018,04 - 05,"36,79","32,36","36,79","32,36","36,79","32,36","36,79","32,36","36,79","32,36","36,79","32,36","36,79","32,36","36,79","32,36","36,79","32,36","36,79","32,36","36,79","32,36","36,79","32,36"
13-03-2018,05 - 06,"38,29",35,"38,29",35,"38,29",35,"38,29",35,"38,29",35,"38,29",35,"38,29",35,"38,29",35,"38,29",35,"38,29",35,"34,54","34,54","38,29",35
13-03-2018,06 - 07,"40,6","36,53","40,6","36,53","40,6","36,53","40,6","36,53","40,6","36,53","40,6","36,53","40,6","36,53","40,6","36,53","40,6","36,53","41,16","36,53","40,6","36,53","40,6","36,53"
13-03-2018,07 - 08,"46,46","38,5","42,72","38,5","46,46","38,5","46,46","38,5","42,72","38,5","46,46","38,5","46,46","38,5","46,46","38,5","46,46","38,5","46,46","38,5","46,46","38,5","46,46","38,5"
13-03-2018,08 - 09,"47,51","47,51","41,72","41,72","47,51","47,51","47,51","47,51","41,72","41,72","47,51","47,51","47,51","47,51","47,51","47,51","47,51","47,51","47,51","47,51","46,37","46,37","47,51","47,51"
13-03-2018,09 - 10,"47,07","40,71","41,63","40,71","47,07","40,71","47,07","40,71","41,63","40,71","47,07","40,71","47,07","40,71","47,07","40,71","47,07","40,71","47,07","40,71","42,5","40,71","47,07","40,71"
13-03-2018,10 - 11,"46,95","40,7","40,81","40,7","46,95","40,7","46,95","40,7","40,81","40,7","46,95","40,7","46,95","40,7","46,95","40,7","46,95","40,7","46,95","40,7","40,81","40,7","46,95","40,7"
13-03-2018,11 - 12,"46,6","40,7","40,83","35,49","46,6","40,7","46,6","40,7","40,83","35,49","46,6","40,7","46,6","40,7","46,6","40,7","46,6","40,7","46,96","40,7","46,6","40,7","46,6","40,7"
13-03-2018,12 - 13,"47,1","42,9","40,96","36,01","47,1","45,81","47,1","45,81","40,96","36,01","47,1","45,81","47,1","45,81","47,1","45,81","47,1","45,81","47,1","45,81","47,1","41,96","47,1","45,81"
13-03-2018,13 - 14,"40,73","40,73","40,73","40,73","43,97","43,97","43,97","43,97","40,73","40,73","43,97","43,97","43,97","43,97","43,97","43,97","43,97","43,97","43,97","43,97","40,92","40,92","43,97","43,97"
13-03-2018,14 - 15,"40,48","40,48","40,48","40,48","43,9","43,9","43,9","43,9","40,48","40,48","43,9","43,9","43,9","43,9","43,9","43,9","43,9","43,9","43,9","43,9","40,91","40,91","43,9","43,9"
13-03-2018,15 - 16,"41,83","40,19","41,83","40,19","42,36","40,19","42,36","40,19","41,83","40,19","42,36","40,19","42,36","40,19","42,36","40,19","42,36","40,19","42,36","40,19","42,36","40,19","42,36","40,19"
13-03-2018,16 - 17,"41,85","37,58","41,85","37,58","41,85","37,58","41,85","37,58","41,85","37,58","41,85","37,58","41,85","37,58","41,85","37,58","41,85","37,58","41,85","37,58","41,85","37,58","41,85","37,58"
13-03-2018,17 - 18,"46,04","39,34","46,04","39,34","46,04","39,34","46,04","39,34","46,04","39,34","46,04","39,34","46,04","39,34","46,04","39,34","46,04","39,34","46,04","39,34","46,04","39,34","46,04","39,34"
13-03-2018,18 - 19,"50,92","39,34","50,92","39,34","50,92","39,34","50,92","39,34","50,92","39,34","50,92","39,34","50,92","39,34","50,92","39,34","50,92","39,34","50,92","42,27","50,92","39,34","50,92","39,34"
13-03-2018,19 - 20,"50,19","50,19","50,19","50,19","50,19","50,19","50,19","50,19","50,19","50,19","50,19","50,19","50,19","50,19","50,19","50,19","50,19","50,19","50,19","50,19","50,19","50,19","50,19","50,19"
13-03-2018,20 - 21,"43,91","43,91","43,91","43,91","43,91","43,91","43,91","43,91","43,91","43,91","43,91","43,91","43,91","43,91","60,41","43,91","60,41","43,91","43,91","43,91","60,41","43,91","60,41","43,91"
13-03-2018,21 - 22,42,"38,7",42,"38,7",42,"38,7",42,"38,7",42,"38,7",42,"38,7",42,"38,7",42,"38,7",42,"38,7",42,"38,7",42,"38,7",42,"38,7"
13-03-2018,22 - 23,"39,46","39,46","39,46","39,46","39,46","39,46","39,46","39,46","39,46","39,46","39,46","39,46","39,46","39,46","39,46","39,46","39,46","39,46","39,46","39,46","40,76","40,76","39,46","39,46"
13-03-2018,23 - 00,"37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","36,36","36,36","37,66","37,66"
14-03-2018,00 - 01,"37,16","37,16","37,16","37,16","37,16","37,16","37,04","37,04","37,16","37,16","37,04","37,04","37,04","37,04","37,04","37,04","37,04","37,04","37,04","37,04","33,88","33,88","33,88","33,88"
14-03-2018,01 - 02,38,"36,45",38,"36,45",38,"36,45",38,"36,08",38,"36,45",38,"36,08",38,"36,08",38,"36,08",38,"36,08",38,"36,08",38,"36,08",38,"36,08"
14-03-2018,02 - 03,"38,7","36,4","38,7","36,4","38,7","36,4","38,7","36,06","38,7","36,4","38,7","36,06","38,7","36,06","38,7","36,06","38,7","36,06","38,7","36,06","38,7","36,06","38,7","36,06"
14-03-2018,03 - 04,"38,67","36,1","38,67","36,1","38,67","36,1","38,67","36,1","38,67","36,1","38,67","36,1","38,67","36,1","38,67","36,1","38,67","36,1","38,67","36,1","38,67","36,1","38,67","36,1"
14-03-2018,04 - 05,"37,12","37,12","37,12","37,12","37,12","37,12","37,12","37,12","37,12","37,12","37,12","37,12","37,12","37,12","37,12","37,12","37,12","37,12","37,12","37,12","37,12","37,12","37,12","37,12"
14-03-2018,05 - 06,"39,15","39,15","39,15","39,15","39,15","39,15","39,15","39,15","39,15","39,15","39,15","39,15","39,15","39,15","39,15","39,15","39,15","39,15","39,15","39,15","35,9","35,9","39,15","39,15"
14-03-2018,06 - 07,"45,27","45,27","45,27","45,27","45,27","45,27","45,27","45,27","45,27","45,27","45,27","45,27","45,27","45,27","45,27","45,27","45,27","45,27","45,27","45,27","48,52","48,52","45,27","45,27"
14-03-2018,07 - 08,"60,6","60,6","60,6","60,6","60,6","60,6","60,6","60,6","60,6","60,6","60,6","60,6","60,6","60,6","60,6","60,6","60,6","60,6","60,6","60,6","60,6","60,6","60,6","60,6"
14-03-2018,08 - 09,"64,98","64,98","64,98","64,98","64,98","64,98","64,98","64,98","64,98","64,98","64,98","64,98","64,98","64,98","64,98","64,98","64,98","64,98","64,98","64,98","64,98","64,98","64,98","64,98"
14-03-2018,09 - 10,"61,99","44,94","61,99","44,94","61,99","44,94","61,99","44,94","61,99","44,94","61,99","44,94","61,99","44,94","61,99","44,94","61,99","44,94","61,99","44,94","61,99","44,94","61,99","44,94"
14-03-2018,10 - 11,59,"44,94",59,"44,94",59,"44,94",59,"44,94",59,"44,94",59,"44,94",59,"44,94",59,"44,94",59,"44,94",59,"44,94",59,"44,94",59,"44,94"
14-03-2018,11 - 12,55,"52,11",55,"52,11",55,"53,83",55,"53,83",55,"52,11",55,"53,83",55,"53,83",55,"53,83",55,"53,83",55,"53,83",55,"53,83",55,"53,83"
14-03-2018,12 - 13,"48,86",38,"48,86",38,"49,58",38,"49,58",38,"48,86",38,"49,58",38,"49,58",38,"49,58",38,"49,58",38,"49,58",38,"49,58",38,"49,58",38
14-03-2018,13 - 14,"46,9",38,"46,9",38,"48,45",38,"48,45",38,"46,9",38,"48,45",38,"48,45",38,"48,45",38,"48,45",38,"48,45",38,"48,45",38,"48,45",38
14-03-2018,14 - 15,"46,99","40,28","46,99","40,28","46,99","40,28","46,99","40,28","46,99","40,28","46,99","40,28","46,99","40,28","46,99","40,28","46,99","40,28","46,99","40,28","46,99","40,28","46,99","40,28"
14-03-2018,15 - 16,"47,62","37,63","47,62","37,63","47,66","37,63","47,66","37,63","47,62","37,63","47,66","37,63","47,66","37,63","47,66","37,63","47,66","37,63","47,66","37,63","47,66","37,63","47,66","37,63"
14-03-2018,16 - 17,"47,01","37,63","47,01","37,63","47,77","37,63","47,77","37,63","47,01","37,63","47,77","37,63","47,77","37,63","47,77","37,63","47,77","37,63","47,77","37,63","47,77","37,63","47,77","37,63"
14-03-2018,17 - 18,"50,38","37,63","50,38","37,63","53,63","37,63","53,63","37,63","50,38","37,63","53,63","37,63","53,63","37,63","53,63","37,63","53,63","37,63","53,63","37,63","53,63","37,63","53,63","37,63"
14-03-2018,18 - 19,"60,8","37,63","60,8","37,63","62,81","37,63","62,81","37,63","60,8","37,63","62,81","37,63","62,81","37,63","62,81","37,63","62,81","37,63","62,81","37,63","62,81","37,63","62,81","37,63"
14-03-2018,19 - 20,"58,08",38,"58,08",38,"58,08",38,"58,08",38,"58,08",38,"58,08",38,"58,08",38,"58,08",38,"59,48",38,"58,08",38,"60,94",38,"60,94",38
14-03-2018,20 - 21,"45,95","38,5","45,95","38,5","45,95","38,5","45,95","38,5","45,95","38,5","45,95","38,5","45,95","38,5","45,95","38,5","47,52","38,5","45,95","38,5","48,86","38,5","47,52","38,5"
14-03-2018,21 - 22,"40,93","38,5","40,93","38,5","40,93","38,5","40,93","38,5","40,93","38,5","40,93","38,5","40,93","38,5","40,93","38,5","40,93","38,5","40,93","38,5","39,59","38,5","40,93","38,5"
14-03-2018,22 - 23,"38,58","34,49","38,58","34,49","38,58","34,49","38,58","34,49","38,58","34,49","38,58","34,49","38,58","34,49","38,58","34,49","38,58","34,49","38,58","34,49","34,16","34,16","38,58","34,49"
14-03-2018,23 - 00,"37,74","34,49","37,74","34,49","37,74","34,49","37,74","34,49","37,74","34,49","37,74","34,49","37,74","34,49","37,74","34,49","37,74","34,49","37,74","34,49","37,74","34,49","37,74","34,49"
15-03-2018,00 - 01,"37,99","37,99","37,73","37,73","37,99","37,99","37,99","37,99","37,99","37,99","37,99","37,99","37,99","37,99","37,99","37,99","37,99","37,99","37,99","37,99","35,53","35,53","37,99","37,99"
15-03-2018,01 - 02,"37,59","33,3","37,59","33,3","37,59","33,3","37,59","33,3","37,59","33,3","37,59","33,3","37,59","33,3","37,59","33,3","37,59","33,3","37,59","33,3","30,04","30,04","30,04","30,04"
15-03-2018,02 - 03,"37,56","32,43","37,56","32,43","37,56","32,43","37,56","32,43","37,56","32,43","37,56","32,43","37,56","32,43","37,56","32,43","37,56","32,43","37,56","32,43","27,38","27,38","27,38","27,38"
15-03-2018,03 - 04,"38,07","32,43","37,67","32,43","38,07","32,43","38,07","32,43","38,07","32,43","38,07","32,43","38,07","32,43","38,07","32,43","38,07","32,43","38,07","32,43","14,91","14,91","14,91","14,91"
15-03-2018,04 - 05,"38,55","32,43","37,69","32,43","38,55","32,43","38,55","32,43","38,55","32,43","38,55","32,43","38,55","32,43","38,55","32,43","38,55","32,43","38,55","32,43","13,25","13,25","13,25","13,25"
15-03-2018,05 - 06,"40,46","33,47","37,75","33,47","40,46","33,47","40,46","33,47","40,46","33,47","40,46","33,47","40,46","33,47","40,46","33,47","40,46","33,47","40,46","33,47","18,35",0,"40,46","33,47"
15-03-2018,06 - 07,"41,59","34,52","38,52","34,52","41,59","34,52","41,59","34,52","41,59","34,52","41,59","34,52","41,59","34,52","41,59","34,52","41,59","34,52","41,59","34,52","32,76","-1,34","41,59","34,52"
15-03-2018,07 - 08,"53,07",45,"40,49","40,49","53,07",45,"53,07",45,"40,64","40,64","53,07",45,"53,07",45,"53,07",45,"53,07",45,"53,07",45,"40,49","40,49","53,07",45
15-03-2018,08 - 09,"73,48",45,"39,99","39,99","73,48",45,"73,48",45,"39,99","39,99","73,48",45,"73,48",45,"73,48",45,"73,48",45,"73,48",45,"39,99","39,99","73,48",45
15-03-2018,09 - 10,"71,18","44,98","39,36","39,36","71,18","44,98","71,18","44,98","39,36","39,36","71,18","44,98","71,18","44,98","71,18","44,98","71,18","44,98","71,18","44,98",30,30,"71,18","44,98"
15-03-2018,10 - 11,58,"44,98","39,12","39,12",58,"44,98",58,"44,98","39,14","39,14",58,"44,98",58,"44,98",58,"44,98",58,"44,98",58,"44,98","19,48","19,48",58,"44,98"
15-03-2018,11 - 12,"53,37","40,8","38,98","35,57","53,37","40,8","53,37","40,8","39,06","35,57","53,37","40,8","53,37","40,8","53,37","40,8","53,37","40,8","53,37","40,8","15,2","15,2","53,37","40,8"
